InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
550999,15058C,ICE CREAM DESIGN GARDEN PARASOL,4,2011-04-26 09:12:00,7.95,17670.0,United Kingdom
557276,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2011-06-19 12:05:00,4.95,16931.0,United Kingdom
566258,84836,ZINC METAL HEART DECORATION,12,2011-09-11 12:45:00,1.25,13124.0,United Kingdom
578814,22551,PLASTERS IN TIN SPACEBOY,1,2011-11-25 13:40:00,1.65,12748.0,United Kingdom
545062,22192,BLUE DINER WALL CLOCK,1,2011-02-27 14:07:00,8.5,12748.0,United Kingdom
541596,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,5,2011-01-19 16:19:00,0.42,17602.0,United Kingdom
538524,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,1,2010-12-13 09:35:00,0.85,,United Kingdom
552673,21218,RED SPOTTY BISCUIT TIN,1,2011-05-10 15:07:00,8.29,,United Kingdom
542647,22918,HERB MARKER PARSLEY,12,2011-01-31 11:46:00,0.65,18245.0,United Kingdom
566783,23312,VINTAGE CHRISTMAS GIFT SACK,4,2011-09-15 10:18:00,4.15,13539.0,United Kingdom
564838,23202,JUMBO BAG VINTAGE LEAF,2,2011-08-30 12:43:00,4.13,,United Kingdom
555340,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,2011-06-02 11:33:00,2.55,13334.0,United Kingdom
537192,85187,S/12 MINI RABBIT EASTER,1,2010-12-05 13:42:00,1.65,16402.0,United Kingdom
557938,21418,STARFISH SOAP DISH,1,2011-06-23 15:35:00,4.96,,United Kingdom
570703,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,2011-10-12 09:50:00,4.25,14911.0,EIRE
555277,23000,TRAVEL CARD WALLET TRANSPORT,2,2011-06-01 17:30:00,0.83,,United Kingdom
566952,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,1,2011-09-15 16:37:00,0.83,,United Kingdom
573585,21620,SET OF 4 ROSE BOTANICAL CANDLES,1,2011-10-31 14:41:00,3.29,,United Kingdom
567670,21314,SMALL GLASS HEART TRINKET POT,41,2011-09-21 15:32:00,4.13,,United Kingdom
551992,82484,WOOD BLACK BOARD ANT WHITE FINISH,24,2011-05-05 15:31:00,6.75,12747.0,United Kingdom
553671,22966,GINGERBREAD MAN COOKIE CUTTER,1,2011-05-18 12:37:00,1.25,13659.0,United Kingdom
561926,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-08-01 12:48:00,4.95,12749.0,United Kingdom
579666,23203,JUMBO BAG VINTAGE DOILY ,10,2011-11-30 12:31:00,2.08,14893.0,United Kingdom
567635,23203,JUMBO BAG VINTAGE DOILY ,20,2011-09-21 13:41:00,2.08,16523.0,United Kingdom
537154,37370,RETRO COFFEE MUGS ASSORTED,12,2010-12-05 13:05:00,1.25,15808.0,United Kingdom
569216,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-10-02 12:41:00,2.95,15555.0,United Kingdom
572742,22187,GREEN CHRISTMAS TREE CARD HOLDER,12,2011-10-25 15:48:00,1.95,14341.0,United Kingdom
572894,22624,IVORY KITCHEN SCALES,2,2011-10-26 14:39:00,8.5,12569.0,Germany
570388,23414,ZINC BOX SIGN HOME,1,2011-10-10 12:37:00,9.95,14911.0,EIRE
565612,22548,HEADS AND TAILS SPORTING FUN,12,2011-09-05 15:17:00,1.25,12616.0,France
540468,90214L,"LETTER ""L"" BLING KEY RING",1,2011-01-07 13:55:00,0.85,,United Kingdom
566620,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,2011-09-14 09:21:00,0.85,13588.0,United Kingdom
580520,85061W,WHITE JEWELLED HEART DECORATION,2,2011-12-04 14:55:00,0.85,13521.0,United Kingdom
580684,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2011-12-05 15:15:00,2.1,13305.0,United Kingdom
543600,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,8,2011-02-10 13:19:00,0.85,18168.0,United Kingdom
571290,22925,BLUE GIANT GARDEN THERMOMETER,2,2011-10-16 15:32:00,5.95,17183.0,United Kingdom
548203,22440,BALLOON WATER BOMB PACK OF 35,111,2011-03-29 16:40:00,1.0,,United Kingdom
575481,21876,POTTERING MUG,3,2011-11-09 16:28:00,1.65,15679.0,United Kingdom
553859,85049C,ROMANTIC PINKS RIBBONS ,2,2011-05-19 13:35:00,1.25,14505.0,United Kingdom
574864,85099F,JUMBO BAG STRAWBERRY,10,2011-11-07 12:29:00,2.08,14387.0,United Kingdom
550201,21770,OPEN CLOSED METAL SIGN,10,2011-04-15 10:25:00,4.95,12769.0,Brazil
580985,22767,TRIPLE PHOTO FRAME CORNICE ,6,2011-12-06 16:33:00,9.95,17389.0,United Kingdom
581469,20772,GARDEN PATH JOURNAL,1,2011-12-08 19:28:00,2.55,14606.0,United Kingdom
554114,21257,VICTORIAN SEWING BOX MEDIUM,2,2011-05-22 15:00:00,7.95,15292.0,United Kingdom
538159,21324,,-18,2010-12-09 17:17:00,0.0,,United Kingdom
565246,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,48,2011-09-02 10:27:00,2.55,12408.0,Belgium
542373,22148,EASTER CRAFT 4 CHICKS ,12,2011-01-27 13:38:00,1.95,16767.0,United Kingdom
562420,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,2011-08-04 16:38:00,4.13,,United Kingdom
569139,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,4,2011-09-30 14:55:00,9.95,16404.0,United Kingdom
566602,23336,EGG FRYING PAN PINK ,1,2011-09-13 16:05:00,4.13,,United Kingdom
562371,23231,WRAP DOILEY DESIGN,25,2011-08-04 14:30:00,0.42,13709.0,United Kingdom
564065,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,2011-08-22 15:05:00,0.83,15150.0,United Kingdom
575950,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,20,2011-11-13 11:53:00,0.29,16983.0,United Kingdom
561474,85099B,JUMBO BAG RED RETROSPOT,100,2011-07-27 13:18:00,1.79,14680.0,United Kingdom
578531,23379,PACK OF 12 RED APPLE TISSUES,12,2011-11-24 14:40:00,0.39,17364.0,United Kingdom
544282,21397,BLUE POLKADOT EGG CUP ,12,2011-02-17 12:24:00,1.25,17865.0,United Kingdom
574479,22099,CARAVAN SQUARE TISSUE BOX,1,2011-11-04 12:39:00,0.39,18035.0,United Kingdom
573155,21695,SMALL SILVER FLOWER CANDLE POT,6,2011-10-28 08:34:00,2.95,13632.0,United Kingdom
554310,22385,JUMBO BAG SPACEBOY DESIGN,3,2011-05-23 15:25:00,4.13,,United Kingdom
556082,20658,RED RETROSPOT LUGGAGE TAG,2,2011-06-08 15:22:00,2.46,,United Kingdom
544087,22988,SOLDIERS EGG CUP ,8,2011-02-15 17:02:00,1.25,17530.0,United Kingdom
537666,21916,SET 12 RETRO WHITE CHALK STICKS,1,2010-12-07 18:36:00,0.85,,United Kingdom
572348,72802C,VANILLA SCENT CANDLE JEWELLED BOX,36,2011-10-24 11:21:00,1.0,15482.0,United Kingdom
548715,22386,JUMBO BAG PINK POLKADOT,4,2011-04-03 15:22:00,2.08,17758.0,United Kingdom
559337,47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,3,2011-07-07 16:27:00,1.63,,United Kingdom
568650,16237,SLEEPING CAT ERASERS,30,2011-09-28 11:56:00,0.21,13505.0,Switzerland
579286,23490,T-LIGHT HOLDER HANGING LOVE BIRD,1,2011-11-29 10:57:00,3.75,17772.0,United Kingdom
546846,21231,SWEETHEART CERAMIC TRINKET BOX,4,2011-03-17 12:47:00,1.25,13533.0,United Kingdom
538094,48116,DOORMAT MULTICOLOUR STRIPE,2,2010-12-09 14:50:00,7.95,13117.0,United Kingdom
556910,51014A,"FEATHER PEN,HOT PINK",12,2011-06-15 13:25:00,0.39,12748.0,United Kingdom
538148,21411,GINGHAM HEART  DOORSTOP RED,1,2010-12-09 16:26:00,8.47,,United Kingdom
573277,23419,HOME SWEET HOME BOTTLE ,1,2011-10-28 13:18:00,2.08,14606.0,United Kingdom
547860,22804,CANDLEHOLDER PINK HANGING HEART,3,2011-03-27 12:21:00,2.95,17625.0,United Kingdom
539436,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,2010-12-17 14:49:00,21.23,,United Kingdom
566851,22147,FELTCRAFT BUTTERFLY HEARTS,1,2011-09-15 12:16:00,1.45,15573.0,United Kingdom
575587,22076,6 RIBBONS EMPIRE  ,2,2011-11-10 12:01:00,1.65,17461.0,United Kingdom
580115,21494,ROTATING LEAVES T-LIGHT HOLDER,9,2011-12-01 16:22:00,2.46,,United Kingdom
566959,22141,CHRISTMAS CRAFT TREE TOP ANGEL,4,2011-09-15 17:00:00,2.1,17530.0,United Kingdom
578940,84997d,CHILDRENS CUTLERY POLKADOT PINK,3,2011-11-27 13:18:00,8.29,,United Kingdom
569236,21401,BLUE PUDDING SPOON,6,2011-10-02 15:49:00,0.12,14432.0,United Kingdom
544430,22637,PIGGY BANK RETROSPOT ,2,2011-02-18 15:45:00,2.55,16306.0,United Kingdom
570677,22679,FRENCH BLUE METAL DOOR SIGN 4,2,2011-10-11 15:10:00,1.25,12836.0,United Kingdom
578225,23404,HOME SWEET HOME BLACKBOARD,6,2011-11-23 11:51:00,4.95,17700.0,United Kingdom
567883,23173,REGENCY TEAPOT ROSES ,2,2011-09-22 15:03:00,9.95,12906.0,United Kingdom
567898,35648,VINTAGE BEAD PINK PURSE ,24,2011-09-22 16:20:00,0.83,13394.0,United Kingdom
542393,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-01-27 15:02:00,9.95,18125.0,United Kingdom
558198,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1,2011-06-27 12:49:00,4.25,14104.0,United Kingdom
568896,22888,NUMBER TILE VINTAGE FONT 9 ,2,2011-09-29 13:13:00,1.95,16361.0,United Kingdom
574909,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-11-07 15:40:00,0.95,13673.0,United Kingdom
568721,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2011-09-28 16:24:00,4.13,,United Kingdom
578233,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-11-23 12:20:00,4.95,14049.0,United Kingdom
548864,22956,36 FOIL HEART CAKE CASES,1,2011-04-04 14:00:00,2.1,15756.0,United Kingdom
560090,22232,JIGSAW TOADSTOOLS 3 PIECE,2,2011-07-14 16:46:00,1.25,,United Kingdom
538636,22690,DOORMAT HOME SWEET HOME BLUE ,2,2010-12-13 13:50:00,7.95,14639.0,United Kingdom
576339,21787,RAIN PONCHO RETROSPOT,2,2011-11-14 15:27:00,1.63,14096.0,United Kingdom
572211,21824,PAINTED METAL STAR WITH HOLLY BELLS,24,2011-10-21 12:25:00,0.39,13429.0,United Kingdom
577355,22940,FELTCRAFT CHRISTMAS FAIRY,4,2011-11-18 15:53:00,4.25,14911.0,EIRE
569343,23525,BUFFALO BILL WALL ART ,120,2011-10-03 14:34:00,3.29,18102.0,United Kingdom
581171,22027,TEA PARTY BIRTHDAY CARD,12,2011-12-07 15:02:00,0.42,12615.0,France
543543,M,Manual,24,2011-02-09 15:33:00,0.2,17843.0,United Kingdom
563580,23008,DOLLY GIRL BABY GIFT SET,1,2011-08-17 15:53:00,16.95,16706.0,United Kingdom
539737,48111,DOORMAT 3 SMILEY CATS,1,2010-12-21 15:19:00,14.43,,United Kingdom
565734,22993,SET OF 4 PANTRY JELLY MOULDS,8,2011-09-06 12:15:00,1.25,17191.0,United Kingdom
579361,85136A,YELLOW SHARK HELICOPTER,1,2011-11-29 11:51:00,7.95,,United Kingdom
540516,21746,SMALL RED RETROSPOT WINDMILL,2,2011-01-09 12:01:00,1.25,16326.0,United Kingdom
538532,79067,CORONA MEXICAN TRAY,12,2010-12-13 10:31:00,3.75,13209.0,United Kingdom
575848,22629,SPACEBOY LUNCH BOX ,3,2011-11-11 12:10:00,1.95,14178.0,United Kingdom
559032,22706,WRAP COWBOYS  ,25,2011-07-05 14:53:00,0.42,17511.0,United Kingdom
567671,22101,MIRROR MOSAIC VOTIVE HOLDER,2,2011-09-21 15:34:00,2.46,,United Kingdom
562450,23202,JUMBO BAG VINTAGE LEAF,10,2011-08-05 08:40:00,2.08,12562.0,France
566952,85087,CANDY SPOT CUSHION COVER,6,2011-09-15 16:37:00,3.29,,United Kingdom
573330,22899,CHILDREN'S APRON DOLLY GIRL ,1,2011-10-30 11:22:00,2.1,16923.0,United Kingdom
553523,23204,CHARLOTTE BAG APPLES DESIGN,5,2011-05-17 14:46:00,2.46,,United Kingdom
566726,23332,IVORY WICKER HEART LARGE,2,2011-09-14 13:12:00,1.65,15021.0,United Kingdom
546437,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-03-14 09:46:00,8.25,16807.0,United Kingdom
552727,22501,PICNIC BASKET WICKER LARGE,2,2011-05-11 10:32:00,9.95,14920.0,United Kingdom
566869,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2011-09-15 13:20:00,0.55,13658.0,United Kingdom
543120,22570,FELTCRAFT CUSHION RABBIT,2,2011-02-03 13:53:00,3.75,13668.0,United Kingdom
563944,85132C,CHARLIE AND LOLA FIGURES TINS,12,2011-08-22 10:08:00,1.95,17581.0,United Kingdom
580523,47420,ASSORTED COLOUR SUCTION CUP HOOK,1,2011-12-04 15:00:00,0.19,17827.0,United Kingdom
539739,22414,DOORMAT NEIGHBOURHOOD WITCH ,1,2010-12-21 15:19:00,14.43,,United Kingdom
580515,22998,TRAVEL CARD WALLET KEEP CALM,48,2011-12-04 14:09:00,0.42,17750.0,United Kingdom
575919,21773,DECORATIVE ROSE BATHROOM BOTTLE,96,2011-11-11 17:00:00,1.06,15311.0,United Kingdom
564818,84923,PINK BUTTERFLY HANDBAG W BOBBLES,1,2011-08-30 12:10:00,4.13,,United Kingdom
544803,90214A,"LETTER ""A"" BLING KEY RING",1,2011-02-23 14:29:00,1.25,14606.0,United Kingdom
538153,22297,HEART IVORY TRELLIS SMALL,1,2010-12-09 16:31:00,2.51,,United Kingdom
574918,21003,ROSE DU SUD CUSHION COVER,1,2011-11-07 16:31:00,6.35,,France
557311,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2,2011-06-19 15:36:00,3.75,15700.0,United Kingdom
579096,22620,4 TRADITIONAL SPINNING TOPS,20,2011-11-28 11:07:00,1.45,15561.0,United Kingdom
566949,84692,BOX OF 24 COCKTAIL PARASOLS,5,2011-09-15 16:32:00,0.83,,United Kingdom
541993,84987,SET OF 36 TEATIME PAPER DOILIES,1,2011-01-25 09:37:00,3.75,,United Kingdom
562930,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2011-08-10 16:01:00,6.75,14209.0,United Kingdom
552449,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,2011-05-09 13:49:00,9.95,12355.0,Bahrain
547894,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-03-28 10:26:00,1.25,13552.0,United Kingdom
550541,82583,HOT BATHS METAL SIGN,1,2011-04-19 11:33:00,4.13,,United Kingdom
552687,85099B,JUMBO BAG RED RETROSPOT,3,2011-05-10 15:09:00,4.13,,United Kingdom
536994,84880,WHITE WIRE EGG HOLDER,9,2010-12-03 15:25:00,5.95,14898.0,United Kingdom
562033,23245,SET OF 3 REGENCY CAKE TINS,4,2011-08-02 08:49:00,4.95,15410.0,United Kingdom
550512,22265,EASTER DECORATION NATURAL CHICK,3,2011-04-18 16:31:00,0.65,18069.0,United Kingdom
543448,21240,BLUE POLKADOT CUP,2,2011-02-08 12:12:00,1.63,,United Kingdom
565915,22080,RIBBON REEL POLKADOTS ,1,2011-09-07 15:52:00,1.65,15752.0,United Kingdom
557745,22112,CHOCOLATE HOT WATER BOTTLE,2,2011-06-22 12:16:00,4.95,15750.0,United Kingdom
575713,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-11-10 17:49:00,2.08,13817.0,Germany
540646,22134,MINI LADLE LOVE HEART RED ,5,2011-01-10 14:32:00,0.43,,United Kingdom
541696,22188,BLACK HEART CARD HOLDER,1,2011-01-20 18:08:00,8.29,,United Kingdom
546403,84987,SET OF 36 TEATIME PAPER DOILIES,24,2011-03-11 15:22:00,1.45,16766.0,United Kingdom
538197,22555,PLASTERS IN TIN STRONGMAN,3,2010-12-10 10:56:00,1.65,14419.0,United Kingdom
556063,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-06-08 14:09:00,0.55,14587.0,United Kingdom
C543611,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2011-02-10 14:38:00,2.75,17850.0,United Kingdom
564315,23346,SPACEBOY BEAKER,4,2011-08-24 13:07:00,1.25,14730.0,United Kingdom
565767,21232,STRAWBERRY CERAMIC TRINKET BOX,18,2011-09-06 14:28:00,3.29,,United Kingdom
549295,48185,DOORMAT FAIRY CAKE,1,2011-04-07 19:49:00,15.79,,United Kingdom
576615,22733,3D TRADITIONAL CHRISTMAS STICKERS,3,2011-11-15 16:42:00,1.25,17231.0,United Kingdom
563638,23168,CLASSIC CAFE SUGAR DISPENSER,72,2011-08-18 10:36:00,1.04,15311.0,United Kingdom
547249,22740,POLKADOT PEN,4,2011-03-22 09:27:00,1.63,,United Kingdom
580395,22208,WOOD STAMP SET THANK YOU,12,2011-12-04 10:56:00,0.83,17629.0,United Kingdom
580188,23343,JUMBO BAG VINTAGE CHRISTMAS ,4,2011-12-02 12:02:00,2.08,16440.0,United Kingdom
563656,21888,BINGO SET,4,2011-08-18 10:48:00,3.75,15615.0,United Kingdom
573365,22627,MINT KITCHEN SCALES,2,2011-10-30 13:13:00,8.5,12584.0,Italy
546502,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-03-14 11:46:00,1.95,16005.0,United Kingdom
557639,84581,DOG TOY WITH PINK CROCHET SKIRT,1,2011-06-21 16:13:00,3.75,12933.0,United Kingdom
570116,23115,RED APPLES CHOPPING BOARD   ,2,2011-10-07 12:38:00,4.95,12856.0,United Kingdom
545080,22055,MINI CAKE STAND  HANGING STRAWBERY,8,2011-02-28 10:33:00,1.65,13004.0,United Kingdom
542255,22625,RED KITCHEN SCALES,1,2011-01-26 16:43:00,16.63,,United Kingdom
540680,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,2011-01-10 16:24:00,1.25,15311.0,United Kingdom
C541233,21539,RED RETROSPOT BUTTER DISH,-1,2011-01-14 17:00:00,4.95,13107.0,United Kingdom
548169,21936,RED RETROSPOT PICNIC BAG,20,2011-03-29 13:48:00,2.95,14680.0,United Kingdom
568095,90202D,PINK ENAMEL FLOWER HAIR TIE,6,2011-09-23 14:49:00,2.95,14911.0,EIRE
559061,23122,PARTY CHARMS 50 PIECES,6,2011-07-06 10:04:00,0.83,17220.0,United Kingdom
575954,23356,LOVE HOT WATER BOTTLE,3,2011-11-13 12:03:00,5.95,17211.0,United Kingdom
563155,21240,BLUE POLKADOT CUP,5,2011-08-12 11:48:00,0.85,13069.0,United Kingdom
580983,23579,SNACK TRAY I LOVE LONDON,3,2011-12-06 16:26:00,4.13,,United Kingdom
548191,22692,DOORMAT WELCOME TO OUR HOME,1,2011-03-29 15:20:00,15.79,,United Kingdom
566400,22192,BLUE DINER WALL CLOCK,2,2011-09-12 13:16:00,8.5,17139.0,United Kingdom
541506,21257,VICTORIAN SEWING BOX MEDIUM,1,2011-01-18 16:05:00,15.79,,United Kingdom
562593,23215,JINGLE BELL HEART ANTIQUE SILVER,6,2011-08-07 15:43:00,2.08,16549.0,United Kingdom
556229,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-06-09 14:43:00,0.85,12839.0,United Kingdom
565475,22652,TRAVEL SEWING KIT,100,2011-09-05 10:47:00,1.65,14156.0,EIRE
568614,23355,HOT WATER BOTTLE KEEP CALM,4,2011-09-28 11:26:00,4.95,13515.0,United Kingdom
570127,51014L,"FEATHER PEN,LIGHT PINK",12,2011-10-07 13:17:00,0.39,16900.0,United Kingdom
538349,22144,CHRISTMAS CRAFT LITTLE FRIENDS,7,2010-12-10 14:59:00,4.21,,United Kingdom
558761,21892,TRADITIONAL WOODEN CATCH CUP GAME ,2,2011-07-03 12:52:00,1.25,15033.0,United Kingdom
546950,22930,BAKING MOULD HEART MILK CHOCOLATE,1,2011-03-18 11:24:00,2.55,16511.0,United Kingdom
562138,22427,ENAMEL FLOWER JUG CREAM,24,2011-08-03 10:04:00,5.45,14737.0,United Kingdom
560444,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,2011-07-18 17:15:00,0.55,13764.0,United Kingdom
579777,23393,HOME SWEET HOME CUSHION COVER ,3,2011-11-30 15:13:00,10.79,,United Kingdom
541121,21039,RED RETROSPOT SHOPPING BAG,6,2011-01-14 09:20:00,2.55,12672.0,France
569521,22386,JUMBO BAG PINK POLKADOT,3,2011-10-04 14:33:00,2.08,16474.0,United Kingdom
551775,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,6,2011-05-04 11:21:00,3.29,12886.0,United Kingdom
538795,82486,WOOD S/3 CABINET ANT WHITE FINISH,6,2010-12-14 11:42:00,7.95,13267.0,United Kingdom
549577,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-04-11 08:16:00,1.25,14286.0,United Kingdom
538853,21650,ASSORTED TUTTI FRUTTI BRACELET,48,2010-12-14 13:35:00,0.19,16805.0,United Kingdom
540995,85094,CANDY SPOT EGG WARMER RABBIT,1,2011-01-13 09:30:00,0.83,,United Kingdom
541219,22620,4 TRADITIONAL SPINNING TOPS,2,2011-01-14 14:06:00,2.46,,United Kingdom
553134,23045,PAPER LANTERN 5 POINT STAR MOON 30,2,2011-05-13 12:50:00,4.15,15382.0,United Kingdom
557481,22882,NUMBER TILE VINTAGE FONT 3,2,2011-06-20 14:11:00,4.13,,United Kingdom
543610,21624,VINTAGE UNION JACK DOORSTOP,3,2011-02-10 14:30:00,5.95,16425.0,United Kingdom
540238,21773,DECORATIVE ROSE BATHROOM BOTTLE,1,2011-01-05 14:44:00,1.28,,United Kingdom
561871,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-07-31 11:46:00,4.95,13018.0,United Kingdom
538146,22073,RED RETROSPOT STORAGE JAR,4,2010-12-09 16:10:00,3.75,15596.0,United Kingdom
573353,22941,CHRISTMAS LIGHTS 10 REINDEER,1,2011-10-30 12:39:00,8.5,16115.0,United Kingdom
566024,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-09-08 12:51:00,2.95,13871.0,United Kingdom
547846,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-03-27 11:59:00,2.95,18071.0,United Kingdom
559902,22227,HANGING HEART MIRROR DECORATION ,2,2011-07-13 13:14:00,0.65,14502.0,United Kingdom
C557381,M,Manual,-1,2011-06-20 11:01:00,1216.12,,EIRE
538067,22812,PACK 3 BOXES CHRISTMAS PANNETONE,2,2010-12-09 13:59:00,1.95,15288.0,United Kingdom
568328,23355,HOT WATER BOTTLE KEEP CALM,5,2011-09-26 14:06:00,4.95,18016.0,United Kingdom
564757,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2011-08-30 10:36:00,3.29,,United Kingdom
580964,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-12-06 14:50:00,1.25,15822.0,United Kingdom
578067,21356,TOAST ITS - FAIRY FLOWER,4,2011-11-22 15:43:00,0.83,,United Kingdom
576339,22207,FRYING PAN UNION FLAG,1,2011-11-14 15:27:00,8.29,14096.0,United Kingdom
537666,21984,PACK OF 12 PINK PAISLEY TISSUES ,2,2010-12-07 18:36:00,0.85,,United Kingdom
569640,23159,SET OF 5 PANCAKE DAY MAGNETS,24,2011-10-05 12:25:00,2.08,12471.0,Germany
551174,21901,"KEY FOB , BACK DOOR ",1,2011-04-26 17:02:00,1.63,,United Kingdom
571713,85099F,JUMBO BAG STRAWBERRY,1,2011-10-18 16:58:00,4.13,,United Kingdom
571508,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2,2011-10-17 15:27:00,5.79,,United Kingdom
573093,23510,MINI PLAYING CARDS GYMKHANA,1,2011-10-27 14:38:00,0.42,18283.0,United Kingdom
556419,23284,DOORMAT KEEP CALM AND COME IN,2,2011-06-10 12:30:00,7.95,15411.0,United Kingdom
567935,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,8,2011-09-22 18:07:00,2.55,13320.0,United Kingdom
545054,22470,HEART OF WICKER LARGE,2,2011-02-27 12:41:00,2.95,14472.0,United Kingdom
571931,23269,SET OF 2 CERAMIC CHRISTMAS TREES,1,2011-10-19 16:59:00,2.92,,United Kingdom
578303,48194,DOORMAT HEARTS,10,2011-11-23 15:39:00,7.08,14733.0,United Kingdom
548993,84843,WHITE SOAP RACK WITH 2 BOTTLES,18,2011-04-05 13:56:00,4.65,12753.0,Japan
540732,16225,RATTLE SNAKE EGGS,48,2011-01-11 10:19:00,0.42,16122.0,United Kingdom
564646,21212,PACK OF 72 RETROSPOT CAKE CASES,5,2011-08-26 13:39:00,2.08,,United Kingdom
542617,22149,FELTCRAFT 6 FLOWER FRIENDS,2,2011-01-30 15:48:00,2.1,17463.0,United Kingdom
558904,22564,ALPHABET STENCIL CRAFT,1,2011-07-04 16:18:00,2.46,,United Kingdom
574941,84978,HANGING HEART JAR T-LIGHT HOLDER,140,2011-11-07 17:42:00,2.95,,United Kingdom
538909,20750,RED RETROSPOT MINI CASES,2,2010-12-15 10:48:00,7.95,13491.0,United Kingdom
567145,21154,RED RETROSPOT OVEN GLOVE ,10,2011-09-16 15:09:00,1.25,12921.0,United Kingdom
552712,84991,60 TEATIME FAIRY CAKE CASES,24,2011-05-11 08:34:00,0.55,17634.0,United Kingdom
557878,22667,RECIPE BOX RETROSPOT ,3,2011-06-23 13:13:00,2.95,16940.0,United Kingdom
547520,22631,CIRCUS PARADE LUNCH BOX ,12,2011-03-23 14:55:00,1.95,12564.0,France
570423,23263,SET OF 3 WOODEN HEART DECORATIONS,1,2011-10-10 13:38:00,1.25,14451.0,United Kingdom
576212,21055,TOOL BOX SOFT TOY ,3,2011-11-14 12:45:00,8.95,18082.0,United Kingdom
570238,22906,12 MESSAGE CARDS WITH ENVELOPES,1,2011-10-09 15:01:00,1.65,16332.0,United Kingdom
569302,22384,LUNCH BAG PINK POLKADOT,4,2011-10-03 12:04:00,1.65,16205.0,United Kingdom
537666,21671,RED SPOT CERAMIC DRAWER KNOB,2,2010-12-07 18:36:00,2.51,,United Kingdom
580136,22318,FIVE HEART HANGING DECORATION,1,2011-12-01 19:42:00,2.95,17841.0,United Kingdom
558262,21930,JUMBO STORAGE BAG SKULLS,100,2011-06-28 08:45:00,1.79,14646.0,Netherlands
542000,21206,STRAWBERRY HONEYCOMB  GARLAND ,12,2011-01-25 10:49:00,1.65,14257.0,United Kingdom
558621,21373,MIRRORED WALL ART SNOWFLAKES,24,2011-06-30 16:43:00,0.75,13745.0,United Kingdom
581414,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2011-12-08 14:39:00,2.95,14730.0,United Kingdom
549021,22381,TOY TIDY PINK POLKADOT,5,2011-04-05 16:13:00,2.1,13468.0,United Kingdom
573399,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,2011-10-30 15:35:00,1.65,13949.0,United Kingdom
559708,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-07-12 10:05:00,6.95,13549.0,United Kingdom
559366,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-07-08 09:03:00,8.25,13102.0,United Kingdom
575930,21947,SET OF 6 HEART CHOPSTICKS,2,2011-11-11 17:58:00,2.46,,United Kingdom
